body_type,price,vat,make1,model1,short_description1_displ,km1,age1,hp1,Type1,Body_Color1,Upholstery1,Nr_of_Doors1,Nr_of_Seats1,Gearing_Type1,Displacement1,Cylinders1,Weight1,Drive_chain1,Fuel1,Consump_comb1,Consump_city1,Consump_country1,CO2_Emission1,Comfort_point1,Entertainment_point1,Extras_point1,Safety_point1,Gears1
Sedans,11290,VAT deductible,Opel,Corsa,1.4,22745.0,3.5013698630136987,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,139.0,15.0,6.0,2.0,13.0,6.0
Compact,11275,VAT deductible,Opel,Corsa,1.4,54822.0,2.6684931506849314,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,,1199.0,,Gasoline,5.9,5.9,5.9,137.0,8.0,5.0,1.0,13.0,6.0
Compact,11250,VAT deductible,Opel,Corsa,1.4,22129.0,1.915068493150685,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Sedans,11250,VAT deductible,Opel,Corsa,,16158.0,1.6684931506849314,66.0,Used,Black,Cloth,5.0,,Automatic,1.4,,,,Gasoline,,,,,7.0,1.0,1.0,8.0,5.0
Sedans,11250,,Opel,Corsa,1.4,31700.0,2.915068493150685,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.3,6.3,6.3,143.0,9.0,5.0,3.0,13.0,6.0
Sedans,11250,,Opel,Corsa,1.4,19101.0,3.9178082191780823,66.0,Used,Grey,Part leather,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,6.0,,,139.0,12.0,5.0,3.0,13.0,5.0
Compact,11220,VAT deductible,Opel,Corsa,1.4,5500.0,2.249315068493151,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,4.8,4.8,4.8,11.0,12.0,4.0,1.0,12.0,5.0
Compact,11200,VAT deductible,Opel,Corsa,1.4,21997.0,1.915068493150685,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Compact,11200,VAT deductible,Opel,Corsa,1.4,21909.0,1.915068493150685,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Compact,11200,VAT deductible,Opel,Corsa,1.4,24013.0,1.915068493150685,66.0,Employee's car,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Compact,11200,VAT deductible,Opel,Corsa,1.4,20626.0,1.83013698630137,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,6.0,2.0,13.0,
Compact,11190,VAT deductible,Opel,Corsa,1.4,63350.0,2.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,140.0,13.0,6.0,3.0,13.0,6.0
Compact,10999,,Opel,Corsa,1.3,49499.0,3.7534246575342465,71.0,Used,Red,,5.0,5.0,Automatic,1.2,4.0,1125.0,front,Diesel,3.4,3.4,3.4,8.0,8.0,3.0,1.0,10.0,
Coupe,10990,,Opel,Corsa,1.4,17943.0,2.6684931506849314,66.0,Used,Red,,5.0,5.0,Automatic,1.4,,,,Gasoline,4.9,,,,3.0,1.0,1.0,10.0,
Compact,10995,,Opel,Corsa,,24400.0,3.5013698630136987,66.0,Used,Orange,Cloth,2.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,11.0,14.0,6.0,2.0,14.0,
Compact,10990,VAT deductible,Opel,Corsa,1.4,39000.0,3.8328767123287673,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,12.0,4.0,2.0,11.0,
Compact,10990,VAT deductible,Opel,Corsa,1.4,12460.0,1.6684931506849314,66.0,Used,Grey,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,14.0,6.0,,13.0,5.0
Compact,10990,,Opel,Corsa,1.4,20325.0,2.83013698630137,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,139.0,13.0,5.0,2.0,14.0,
Compact,12290,,Opel,Corsa,1.4,2600.0,1.167123287671233,66.0,Used,Blue,Cloth,2.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,136.0,5.0,,1.0,9.0,
Compact,12350,VAT deductible,Opel,Corsa,1.4,18636.0,2.249315068493151,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,13.0,6.0,2.0,13.0,5.0
Compact,12270,VAT deductible,Opel,Corsa,,5600.0,1.7534246575342465,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,7.0,5.0,,13.0,
Compact,12250,VAT deductible,Opel,Corsa,1.4,23924.0,1.7534246575342465,66.0,Used,Red,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.9,5.9,5.9,137.0,14.0,6.0,2.0,15.0,
Sedans,12200,,Opel,Corsa,1.4,18000.0,1.83013698630137,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,4.0,3.0,1.0,10.0,6.0
Sedans,11990,VAT deductible,Opel,Corsa,1.4,17790.0,2.1671232876712327,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.6,6.6,6.6,149.0,14.0,6.0,4.0,17.0,6.0
Sedans,11990,VAT deductible,Opel,Corsa,1.4,11211.0,1.6684931506849314,66.0,Used,Blue,Cloth,5.0,,Automatic,,4.0,,,Gasoline,,,,,5.0,3.0,1.0,8.0,
Sedans,12000,Price negotiable,Opel,Corsa,1.4,41000.0,3.249315068493151,66.0,Used,Green,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,15.0,5.0,2.0,14.0,6.0
Compact,12199,VAT deductible,Opel,Corsa,,41960.0,1.5863013698630137,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,137.0,13.0,5.0,3.0,15.0,
Sedans,11999,,Opel,Corsa,1.4,2000.0,0.8301369863013699,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,1120.0,front,Gasoline,6.1,6.1,6.1,14.0,13.0,7.0,4.0,18.0,6.0
Compact,11990,VAT deductible,Opel,Corsa,1.4,9945.0,1.5013698630136987,66.0,Used,Red,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,4.7,4.7,4.7,110.0,12.0,6.0,3.0,14.0,5.0
Other,11990,,Opel,Corsa,1.4,17645.0,1.7534246575342465,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,,,,,6.0
Compact,11990,VAT deductible,Opel,Corsa,1.4,13341.0,2.7534246575342465,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,139.0,14.0,6.0,2.0,12.0,6.0
Sedans,11990,VAT deductible,Opel,Corsa,1.4,22635.0,3.6684931506849314,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,,1203.0,front,Gasoline,6.2,6.2,6.2,14.0,11.0,7.0,2.0,10.0,
Compact,11990,,Opel,Corsa,,17645.0,1.7534246575342465,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,,,,,6.0
Sedans,11990,VAT deductible,Opel,Corsa,,12980.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,6.0,6.0,6.0,139.0,8.0,5.0,2.0,11.0,6.0
Sedans,11990,VAT deductible,Opel,Corsa,1.4,16680.0,1.5013698630136987,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1160.0,,Gasoline,5.0,,,139.0,7.0,5.0,1.0,11.0,5.0
Sedans,11990,VAT deductible,Opel,Corsa,1.4,40596.0,1.7534246575342465,66.0,Used,Red,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.9,5.9,5.9,137.0,4.0,1.0,,9.0,
Compact,11490,VAT deductible,Opel,Corsa,1.4,28913.0,2.334246575342466,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.9,4.9,4.9,116.0,11.0,7.0,1.0,10.0,
Compact,11985,VAT deductible,Opel,Corsa,1.4,10409.0,3.0821917808219177,66.0,Used,Grey,Cloth,5.0,,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,,6.0,6.0,1.0,9.0,6.0
Compact,11480,VAT deductible,Opel,Corsa,1.3,69300.0,3.5863013698630137,70.0,Used,Blue,Cloth,3.0,5.0,Automatic,,,,front,Diesel,,,,,14.0,6.0,3.0,17.0,
Compact,11450,,Opel,Corsa,1.4,32177.0,2.6684931506849314,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,137.0,12.0,5.0,1.0,13.0,6.0
Sedans,11450,VAT deductible,Opel,Corsa,1.4,24330.0,2.6684931506849314,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.2,5.2,5.2,123.0,11.0,4.0,,12.0,
Compact,11490,VAT deductible,Opel,Corsa,1.4,63600.0,3.5863013698630137,66.0,Used,Green,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,17.0,6.0,4.0,16.0,5.0
Compact,11450,,Opel,Corsa,,22500.0,2.6684931506849314,66.0,Used,Silver,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,137.0,12.0,3.0,1.0,12.0,
Compact,11490,VAT deductible,Opel,Corsa,1.4,15515.0,2.249315068493151,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,13.0,5.0,2.0,13.0,5.0
Compact,11399,,Opel,Corsa,1.4,16642.0,2.7534246575342465,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,,,,,7.0,3.0,1.0,9.0,6.0
Sedans,11390,,Opel,Corsa,1.4,19300.0,2.5013698630136987,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,5.9,5.9,5.9,137.0,13.0,6.0,2.0,15.0,6.0
Sedans,11375,VAT deductible,Opel,Corsa,1.4,23524.0,1.5863013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1237.0,,Gasoline,,,,,7.0,3.0,1.0,8.0,
Sedans,11370,,Opel,Corsa,1.4,12710.0,3.1671232876712327,66.0,Used,Silver,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.9,5.9,5.9,137.0,4.0,3.0,,10.0,
Compact,11350,VAT deductible,Opel,Corsa,1.4,25803.0,3.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,137.0,16.0,6.0,1.0,15.0,6.0
Sedans,11300,,Opel,Corsa,1.4,11687.0,2.7534246575342465,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,6.0,6.0,6.0,139.0,4.0,4.0,1.0,10.0,6.0
Sedans,11300,,Opel,Corsa,,11500.0,2.249315068493151,66.0,Used,White,Cloth,5.0,,Automatic,1.4,,,front,Gasoline,,,,,10.0,1.0,1.0,4.0,6.0
Sedans,11447,VAT deductible,Opel,Corsa,1.4,12710.0,1.6684931506849314,66.0,Used,Black,Cloth,5.0,,Automatic,,,,,Gasoline,,,,,5.0,1.0,1.0,7.0,
Sedans,11290,VAT deductible,Opel,Corsa,1.4,19507.0,1.83013698630137,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.1,5.1,5.1,120.0,7.0,6.0,2.0,13.0,5.0
Sedans,11300,,Opel,Corsa,,11500.0,2.249315068493151,66.0,Used,White,Cloth,5.0,,Automatic,1.4,,,front,Gasoline,,,,,10.0,1.0,1.0,4.0,6.0
Sedans,11290,,Opel,Corsa,1.4,20000.0,3.334246575342466,66.0,Used,Yellow,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,5.9,5.9,5.9,137.0,13.0,7.0,2.0,14.0,6.0
Compact,10950,VAT deductible,Opel,Corsa,1.4,51017.0,3.5863013698630137,66.0,Used,Green,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,,,,,15.0,6.0,3.0,17.0,
Compact,10990,,Opel,Corsa,1.4,25050.0,1.5013698630136987,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,,,,,,6.0
Sedans,11300,,Opel,Corsa,,11500.0,2.249315068493151,66.0,Used,White,Cloth,5.0,,Automatic,1.4,,,front,Gasoline,,,,,10.0,1.0,1.0,4.0,6.0
Sedans,10990,VAT deductible,Opel,Corsa,,21900.0,1.6684931506849314,66.0,Used,Grey,Cloth,5.0,,Automatic,1.4,,,,Gasoline,,,,,6.0,2.0,1.0,10.0,
Compact,10980,,Opel,Corsa,,43260.0,2.915068493150685,66.0,Used,White,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,13.0,4.0,1.0,12.0,
Sedans,11970,VAT deductible,Opel,Corsa,1.4,25000.0,1.915068493150685,66.0,Employee's car,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,18.0,7.0,3.0,15.0,5.0
Compact,11290,VAT deductible,Opel,Corsa,1.4,69266.0,2.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,140.0,11.0,6.0,3.0,13.0,6.0
Compact,11985,VAT deductible,Opel,Corsa,1.4,22000.0,2.334246575342466,66.0,Used,Blue,Cloth,4.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,139.0,13.0,6.0,1.0,11.0,
Compact,11980,VAT deductible,Opel,Corsa,1.4,800.0,1.5863013698630137,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.9,4.9,4.9,115.0,5.0,8.0,,11.0,
Compact,11950,VAT deductible,Opel,Corsa,1.4,9200.0,2.5013698630136987,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,11.0,7.0,1.0,15.0,5.0
Sedans,11980,VAT deductible,Opel,Corsa,1.4,24100.0,1.915068493150685,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,6.2,6.2,6.2,14.0,11.0,6.0,2.0,15.0,6.0
Sedans,11980,VAT deductible,Opel,Corsa,1.4,17653.0,3.334246575342466,66.0,Used,Green,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.8,4.8,4.8,11.0,15.0,6.0,2.0,12.0,5.0
Compact,11950,VAT deductible,Opel,Corsa,1.4,20115.0,2.249315068493151,66.0,Used,Silver,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,11.0,5.0,2.0,11.0,
Compact,11950,VAT deductible,Opel,Corsa,1.4,8000.0,2.5013698630136987,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,11.0,7.0,1.0,15.0,5.0
Sedans,11950,VAT deductible,Opel,Corsa,,29800.0,2.6684931506849314,66.0,Used,,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,139.0,14.0,7.0,,12.0,6.0
Sedans,11900,Price negotiable,Opel,Corsa,1.4,8300.0,3.0,66.0,Used,Silver,,,,Automatic,,,,,Gasoline,,,,,10.0,2.0,1.0,8.0,
Sedans,11900,,Opel,Corsa,,31000.0,3.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,5.9,5.9,5.9,137.0,12.0,7.0,1.0,13.0,
Sedans,11900,,Opel,Corsa,1.4,17900.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1088.0,front,Gasoline,4.7,4.7,4.7,110.0,4.0,4.0,1.0,9.0,6.0
Compact,11900,VAT deductible,Opel,Corsa,1.4,16168.0,3.8328767123287673,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,,,Gasoline,4.8,4.8,4.8,11.0,14.0,5.0,2.0,12.0,5.0
Sedans,11900,,Opel,Corsa,1.4,17900.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1088.0,front,Gasoline,4.7,4.7,4.7,110.0,4.0,4.0,1.0,9.0,6.0
Compact,11890,VAT deductible,Opel,Corsa,1.4,42900.0,2.0821917808219177,66.0,Used,Black,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,9.0,5.0,1.0,11.0,
Sedans,11890,VAT deductible,Opel,Corsa,,20495.0,1.6684931506849314,66.0,Used,White,Cloth,,5.0,Automatic,1.4,4.0,,,Gasoline,,,,,2.0,,1.0,,5.0
Compact,11890,VAT deductible,Opel,Corsa,1.4,12819.0,2.0821917808219177,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,13.0,6.0,3.0,12.0,
Compact,11890,VAT deductible,Opel,Corsa,1.4,3610.0,1.83013698630137,66.0,Demonstration,Green,Cloth,3.0,5.0,Automatic,1.4,4.0,,front,Gasoline,6.0,6.0,6.0,140.0,14.0,6.0,3.0,15.0,
Compact,10950,VAT deductible,Opel,Corsa,1.4,34800.0,3.7534246575342465,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,4.0,,front,Gasoline,5.2,5.2,5.2,12324.0,13.0,6.0,2.0,12.0,6.0
Sedans,11889,VAT deductible,Opel,Corsa,1.4,22729.0,1.5863013698630137,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,13.0,6.0,1.0,13.0,5.0
Other,10949,,Opel,Corsa,1.4,2461.0,3.6684931506849314,66.0,Used,Green,Cloth,3.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.0,4.0,4.0,11.0,9.0,7.0,1.0,12.0,5.0
Sedans,10900,Price negotiable,Opel,Corsa,1.4,38000.0,3.0,66.0,Used,Brown,,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.2,5.2,5.2,120.0,6.0,1.0,2.0,10.0,5.0
Sedans,10885,,Opel,Corsa,1.4,30000.0,2.5013698630136987,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.8,4.8,4.8,11.0,4.0,4.0,,10.0,5.0
Compact,10790,,Opel,Corsa,,27600.0,3.5013698630136987,66.0,Used,Silver,Cloth,4.0,5.0,Automatic,1.4,4.0,,,Gasoline,5.9,5.9,5.9,137.0,13.0,6.0,2.0,12.0,
Sedans,10840,,Opel,Corsa,1.4,19800.0,2.7534246575342465,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.1,5.1,5.1,121.0,10.0,4.0,1.0,12.0,
Compact,10790,VAT deductible,Opel,Corsa,1.4,57358.0,3.7534246575342465,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,5.9,,,137.0,18.0,4.0,1.0,16.0,6.0
Compact,10700,,Opel,Corsa,1.4,40990.0,3.5863013698630137,66.0,Used,Grey,Cloth,4.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,13.0,6.0,1.0,12.0,
Compact,10750,,Opel,Corsa,1.4,35000.0,2.334246575342466,66.0,Used,White,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.3,6.3,6.3,143.0,17.0,7.0,2.0,14.0,6.0
Compact,10690,,Opel,Corsa,,2681.0,2.0,66.0,Used,Grey,Cloth,2.0,5.0,Automatic,1.4,,,front,Gasoline,4.7,4.7,4.7,110.0,11.0,6.0,2.0,14.0,
Compact,10650,VAT deductible,Opel,Corsa,1.4,35750.0,3.5863013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,6.0,6.0,6.0,139.0,13.0,6.0,1.0,14.0,6.0
Sedans,10770,,Opel,Corsa,1.4,27938.0,3.6684931506849314,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,5.1,5.1,5.1,121.0,15.0,7.0,2.0,15.0,
Compact,10450,VAT deductible,Opel,Corsa,1.4,21550.0,3.5863013698630137,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Diesel,5.9,5.9,5.9,137.0,10.0,6.0,2.0,11.0,6.0
Compact,11870,VAT deductible,Opel,Corsa,1.4,54251.0,2.7534246575342465,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,1237.0,front,Gasoline,5.1,5.1,5.1,139.0,12.0,6.0,1.0,13.0,
Compact,10480,VAT deductible,Opel,Corsa,1.4,12526.0,1.915068493150685,66.0,Used,Grey,Cloth,2.0,5.0,Automatic,1.4,,,,Gasoline,,,,,9.0,2.0,1.0,7.0,
Sedans,10400,,Opel,Corsa,1.4,23500.0,1.915068493150685,66.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.7,4.7,4.7,110.0,3.0,1.0,1.0,7.0,6.0
Sedans,10253,,Opel,Corsa,1.4,24849.0,2.334246575342466,66.0,Used,Black,,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.2,5.2,5.2,120.0,7.0,5.0,2.0,11.0,6.0
Compact,10290,VAT deductible,Opel,Corsa,,24000.0,3.8328767123287673,66.0,Used,Silver,Cloth,5.0,5.0,Automatic,1.4,,,,Gasoline,4.7,4.7,4.7,110.0,14.0,5.0,1.0,13.0,5.0
Sedans,10250,VAT deductible,Opel,Corsa,1.4,19463.0,2.5013698630136987,66.0,Used,Grey,Cloth,5.0,,Automatic,1.4,4.0,,,Gasoline,,,,,7.0,2.0,1.0,10.0,
Sedans,10390,VAT deductible,Opel,Corsa,1.4,17086.0,3.5013698630136987,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,1162.0,front,Gasoline,4.8,4.8,4.8,11.0,13.0,4.0,1.0,12.0,5.0
Sedans,9999,VAT deductible,Opel,Corsa,1.4,69220.0,2.7534246575342465,66.0,Used,White,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.6,6.6,6.6,150.0,17.0,8.0,3.0,14.0,6.0
Sedans,10000,,Opel,Corsa,1.4,42000.0,1.915068493150685,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,149.0,9.0,7.0,4.0,13.0,6.0
Sedans,9999,,Opel,Corsa,1.4,36400.0,2.419178082191781,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.6,5.6,5.6,128.0,13.0,7.0,2.0,17.0,5.0
Sedans,10000,,Opel,Corsa,1.3,30000.0,3.419178082191781,70.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.2,4.0,1237.0,front,Diesel,3.1,3.1,3.1,8.0,4.0,4.0,1.0,10.0,5.0
Compact,9990,VAT deductible,Opel,Corsa,,26650.0,3.5863013698630137,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,4.7,,,110.0,12.0,6.0,,12.0,
Sedans,10490,,Opel,Corsa,,8000.0,3.5013698630136987,66.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,5.9,5.9,5.9,137.0,7.0,1.0,,14.0,6.0
Compact,9988,VAT deductible,Opel,Corsa,1.3,57963.0,2.5013698630136987,70.0,Used,White,Cloth,3.0,5.0,Automatic,1.2,4.0,1199.0,front,Diesel,3.2,3.2,3.2,84.0,14.0,7.0,,12.0,5.0
Sedans,9950,,Opel,Corsa,1.4,14850.0,2.6684931506849314,66.0,Used,Blue,Cloth,3.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,5.9,5.9,5.9,137.0,8.0,7.0,,13.0,6.0
Compact,9990,VAT deductible,Opel,Corsa,1.4,38938.0,3.6684931506849314,66.0,Used,White,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,135.0,14.0,6.0,1.0,14.0,6.0
Compact,9990,VAT deductible,Opel,Corsa,,27000.0,3.6684931506849314,66.0,Used,Red,Cloth,3.0,5.0,Automatic,1.4,,,,Gasoline,5.9,5.9,5.9,135.0,11.0,4.0,1.0,13.0,6.0
Compact,9900,,Opel,Corsa,1.4,33500.0,2.6684931506849314,66.0,Used,Red,Cloth,5.0,5.0,Automatic,1.4,4.0,1163.0,front,Gasoline,4.9,4.9,4.9,115.0,6.0,6.0,2.0,16.0,5.0
Other,9900,,Opel,Corsa,1.4,23167.0,1.6684931506849314,66.0,Used,Silver,,5.0,5.0,Automatic,1.4,4.0,1199.0,,Gasoline,6.0,6.0,6.0,139.0,,,,,6.0
Compact,9690,,Opel,Corsa,1.4,24731.0,3.5863013698630137,66.0,Used,Grey,Cloth,2.0,5.0,Automatic,1.4,,,,Gasoline,4.8,4.8,4.8,11.0,14.0,7.0,1.0,16.0,
Sedans,9500,,Opel,Corsa,1.4,87810.0,3.8328767123287673,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.8,4.8,4.8,11.0,7.0,5.0,2.0,10.0,6.0
Sedans,9500,VAT deductible,Opel,Corsa,1.4,21000.0,1.5013698630136987,66.0,Used,Black,,5.0,5.0,Automatic,1.4,4.0,1163.0,,Gasoline,5.2,5.2,5.2,120.0,2.0,4.0,,10.0,5.0
Sedans,9490,VAT deductible,Opel,Corsa,1.4,58000.0,3.0821917808219177,66.0,Used,Black,Cloth,3.0,5.0,Automatic,1.4,4.0,1141.0,front,Gasoline,4.7,4.7,4.7,110.0,13.0,7.0,1.0,13.0,5.0
Compact,9621,,Opel,Corsa,1.4,10763.0,2.5013698630136987,66.0,Used,Grey,,5.0,5.0,Automatic,1.4,4.0,1199.0,front,Gasoline,6.0,6.0,6.0,,,,,,6.0
Compact,9450,,Opel,Corsa,1.3,35800.0,3.6684931506849314,70.0,Used,Black,Cloth,3.0,5.0,Automatic,1.2,4.0,1199.0,front,Diesel,3.2,3.2,3.2,84.0,8.0,7.0,,12.0,5.0
Other,9470,VAT deductible,Opel,Corsa,,21100.0,3.6684931506849314,66.0,Used,White,Cloth,2.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.7,4.7,4.7,110.0,7.0,2.0,1.0,12.0,6.0
Sedans,9200,,Opel,Corsa,1.4,86390.0,3.8328767123287673,66.0,Used,Black,Cloth,5.0,5.0,Automatic,1.4,4.0,,front,Gasoline,4.8,4.8,4.8,11.0,7.0,5.0,2.0,10.0,6.0
